,timestamp,position_lat,position_long,distance,accumulated_power,enhanced_speed,enhanced_altitude,140,power,vertical_oscillation,vertical_ratio,step_length,cycle_length16,heart_rate,cadence,activity_type,fractional_cadence,107,135,136,143,stance_time,90,l__is_running__b,l__cadence__steps per min,l__gct__ms,l__fsa__deg,l__total_distance__m,l__stride_count__strides,r__is_running__b,r__cadence__steps per min,r__gct__ms,r__fsa__deg,r__total_distance__m,r__stride_count__strides,l__vgrf_curve_bn_0__,l__vgrf_curve_bn_1__,l__vgrf_curve_bn_2__,l__vgrf_curve_bn_3__,r__vgrf_curve_bn_0__,r__vgrf_curve_bn_1__,r__vgrf_curve_bn_2__,r__vgrf_curve_bn_3__,l__stride_length__m,l__speed__mps,l__vgrf_avg__bw,l__vgrf_active_peak__bw,l__lr__bwps,r__stride_length__m,r__speed__mps,r__vgrf_avg__bw,r__vgrf_active_peak__bw,r__lr__bwps
300,2025-12-19 14:56:20+00:00,542893702,-1465395847,940.76,65194,3.2,61.0,3136,191,91.1,8.44,1078.0,0.0,161,88,running,0.5,1,71,161,86,237.0,,1,174,247,12,972,462,1,180,252,16,904,427,1.6751781702041626,2.379744291305542,0.5577417612075806,2.978018283843994,1.7320407629013062,2.2904720306396484,1.0062146186828613,3.0027413368225098,2.132,3.098,1.37,2.24,84.0,2.07,3.107,1.32,2.18,84.0
301,2025-12-19 14:56:21+00:00,542893996,-1465395755,943.31,65381,3.163,61.0,3085,187,92.7,8.6,1078.0,0.0,161,88,running,0.0,1,71,161,86,240.0,,1,179,243,12,976,464,1,181,252,14,906,428,1.4551169872283936,2.440837860107422,0.8696943521499634,3.012538194656372,1.6208797693252563,2.305407762527466,0.9934499263763428,3.0304207801818848,2.049,3.062,1.36,2.24,96.0,2.085,3.154,1.3,2.16,90.0
302,2025-12-19 14:56:22+00:00,542894316,-1465395382,946.72,65560,3.088,60.799999999999955,3012,179,91.5,8.69,1052.0,0.0,161,88,running,0.0,1,71,161,86,242.0,,1,176,249,12,978,465,1,177,244,17,910,430,1.6333049535751343,2.3974971771240234,0.8166526556015015,3.0441017150878906,1.5356484651565552,2.4328176975250244,0.9669654369354248,2.9647955894470215,2.115,3.1,1.37,2.26,84.0,2.19,3.233,1.36,2.24,94.0
303,2025-12-19 14:56:23+00:00,542894601,-1465395199,949.51,65735,3.088,60.60000000000002,3012,175,89.3,8.58,1041.0,0.0,160,88,running,0.5,1,71,160,86,240.0,,1,180,241,14,982,467,1,179,243,17,913,431,1.6059736013412476,2.4765889644622803,0.9463509321212769,3.039149284362793,1.5781718492507935,2.311342239379883,0.7724599242210388,2.930269241333008,2.178,3.273,1.37,2.26,104.0,2.162,3.221,1.37,2.26,94.0
304,2025-12-19 14:56:24+00:00,542894922,-1465394997,952.3,65913,3.144,60.60000000000002,3067,178,90.4,8.53,1059.0,0.0,160,88,running,0.5,1,71,160,86,238.0,,1,176,239,14,984,468,1,177,235,14,917,433,1.6160407066345215,2.4415581226348877,0.8694972991943359,3.0295002460479736,1.6171841621398926,2.3908278942108154,0.9734795093536377,3.07517409324646,2.164,3.182,1.38,2.26,102.0,2.16,3.177,1.42,2.32,96.0
305,2025-12-19 14:56:25+00:00,542895233,-1465394949,955.16,66091,3.144,60.39999999999998,3010,178,90.4,8.53,1059.0,0.0,160,89,running,0.5,1,71,160,86,238.0,,1,179,228,13,989,470,1,176,233,15,919,434,1.4733340740203857,2.591269016265869,0.827471137046814,3.005988597869873,1.4832775592803955,2.53800368309021,1.00319242477417,3.0117733478546143,2.233,3.325,1.43,2.32,106.0,2.206,3.234,1.42,2.32,98.0
306,2025-12-19 14:56:26+00:00,542895582,-1465394915,958.13,66266,3.107,60.39999999999998,2974,175,87.7,8.46,1035.0,0.0,160,90,running,0.0,1,71,160,86,237.0,,1,181,232,11,991,471,1,185,233,13,924,436,1.578244924545288,2.442094326019287,0.8226050138473511,3.048424243927002,1.2097176313400269,2.5924792289733887,0.9639297127723694,3.056457996368408,2.175,3.274,1.43,2.34,112.0,2.219,3.42,1.42,2.32,108.0
307,2025-12-19 14:56:27+00:00,542895870,-1465394917,960.83,66438,3.088,60.39999999999998,2956,172,87.2,8.47,1029.0,0.0,160,90,running,0.0,1,71,160,86,238.0,,1,179,236,13,998,474,1,182,239,14,928,438,1.6582450866699219,2.476688861846924,0.8427998423576355,2.965907096862793,1.372298240661621,2.46865177154541,0.9954252243041992,3.139751434326172,2.228,3.318,1.41,2.3,106.0,2.208,3.359,1.37,2.26,102.0
308,2025-12-19 14:56:28+00:00,542896262,-1465394722,964.52,66609,3.079,60.39999999999998,2947,171,87.1,8.49,1026.0,0.0,160,90,running,0.0,1,71,160,86,238.0,,1,180,232,10,1002,476,1,178,234,13,932,440,1.5664502382278442,2.3730340003967285,0.9449142813682556,3.078420400619507,1.4337588548660278,2.4747889041900635,1.0174832344055176,3.1172428131103516,2.161,3.242,1.43,2.34,110.0,2.212,3.279,1.41,2.32,102.0
309,2025-12-19 14:56:29+00:00,542896611,-1465394659,968.06,66781,3.088,60.200000000000045,2956,172,87.2,8.47,1029.0,0.0,160,90,running,0.0,1,71,160,86,238.0,,1,181,232,10,1004,477,1,179,233,12,937,442,1.6255159378051758,2.3734028339385986,0.7303242087364197,3.013075113296509,1.3396401405334473,2.4814200401306152,1.0326464176177979,3.160646438598633,2.177,3.283,1.42,2.32,108.0,2.196,3.272,1.43,2.32,124.0
310,2025-12-19 14:56:30+00:00,542897099,-1465394436,972.32,66963,3.2,60.200000000000045,3043,182,88.9,8.34,1066.0,0.0,160,90,running,0.0,1,71,160,86,235.0,,1,181,232,10,1006,478,1,180,243,14,939,443,1.6255159378051758,2.3734028339385986,0.7303242087364197,3.013075113296509,1.6895866394042969,2.3355720043182373,1.0330873727798462,3.038778066635132,2.177,3.283,1.42,2.32,108.0,2.126,3.197,1.39,2.28,90.0
311,2025-12-19 14:56:31+00:00,542897416,-1465394370,975.97,67153,3.266,60.200000000000045,3105,190,90.0,8.27,1088.0,0.0,160,90,running,0.0,1,71,160,86,233.0,,1,166,226,9,1011,480,1,180,243,14,941,444,0.9021459817886353,2.6598904132843018,0.6185634136199951,3.255432367324829,1.6895866394042969,2.3355720043182373,1.0330873727798462,3.038778066635132,2.215,3.068,1.56,2.52,118.0,2.126,3.197,1.39,2.28,90.0
312,2025-12-19 14:56:32+00:00,542897767,-1465394152,979.48,67359,3.415,60.0,3247,206,92.1,8.09,1138.0,0.0,159,89,running,0.5,1,71,159,86,229.0,,1,166,226,9,1013,481,1,189,232,15,946,446,0.9021459817886353,2.6598904132843018,0.6185634136199951,3.255432367324829,1.3988736867904663,2.5213544368743896,0.9081618785858154,2.9041478633880615,2.215,3.068,1.56,2.52,118.0,2.287,3.593,1.39,2.28,114.0
313,2025-12-19 14:56:33+00:00,542898130,-1465394160,982.93,67566,3.415,60.0,3247,207,92.1,8.09,1138.0,0.0,159,89,running,0.5,1,71,159,86,229.0,,1,182,220,10,1018,483,1,173,219,11,948,447,1.3935478925704956,2.6152985095977783,0.9332441687583923,3.103560209274292,1.3122036457061768,2.63789701461792,1.18231201171875,3.0793023109436035,2.324,3.518,1.45,2.36,116.0,2.314,3.338,1.51,2.46,112.0
314,2025-12-19 14:56:34+00:00,542898517,-1465394040,986.64,67768,3.396,59.799999999999955,3229,202,91.7,8.1,1132.0,0.0,159,88,running,0.5,1,71,159,86,230.0,,1,182,220,10,1020,484,1,184,214,9,953,449,1.3935478925704956,2.6152985095977783,0.9332441687583923,3.103560209274292,1.0278351306915283,2.7366549968719482,0.9532836675643921,3.143195390701294,2.324,3.518,1.45,2.36,116.0,2.344,3.585,1.52,2.46,134.0
315,2025-12-19 14:56:35+00:00,542898895,-1465393949,990.03,67969,3.396,59.799999999999955,3229,201,93.9,8.21,1144.0,0.0,159,88,running,0.5,1,71,159,86,232.0,,1,186,225,9,1025,486,1,184,214,9,955,450,1.6350836753845215,2.4159998893737793,0.8869233727455139,3.037236452102661,1.0278351306915283,2.7366549968719482,0.9532836675643921,3.143195390701294,2.27,3.526,1.45,2.36,116.0,2.344,3.585,1.52,2.46,134.0
316,2025-12-19 14:56:36+00:00,542899331,-1465393861,993.77,68165,3.396,59.60000000000002,3229,196,93.9,8.21,1144.0,0.0,159,89,running,0.5,1,71,159,86,232.0,,1,184,232,10,1027,487,1,176,238,13,959,452,1.4783344268798828,2.5027999877929688,0.9972513914108276,3.0446479320526123,1.5813168287277222,2.4051218032836914,1.1370220184326172,3.1174192428588867,2.198,3.37,1.41,2.3,102.0,2.195,3.217,1.39,2.28,94.0
317,2025-12-19 14:56:37+00:00,542899694,-1465393852,997.6,68362,3.424,59.60000000000002,3256,197,92.2,8.08,1141.0,0.0,159,90,running,0.5,1,71,159,86,229.0,,1,180,239,10,1031,489,1,183,248,13,962,453,1.6678167581558228,2.3197174072265625,0.7351468801498413,3.0518112182617188,1.5991350412368774,2.292940139770508,1.0895295143127441,3.0825345516204834,2.193,3.283,1.39,2.28,102.0,2.083,3.174,1.34,2.2,86.0
318,2025-12-19 14:56:38+00:00,542900002,-1465393890,1000.66,68560,3.434,59.60000000000002,3264,198,92.2,8.06,1144.0,0.0,159,90,running,0.5,1,71,159,86,229.0,,1,179,242,8,1033,490,1,186,232,10,966,455,1.3650728464126587,2.4074671268463135,0.9442844986915588,3.1593239307403564,1.3695518970489502,2.411700963973999,1.0346739292144775,3.2010304927825928,2.105,3.141,1.37,2.24,120.0,2.129,3.293,1.39,2.28,104.0
319,2025-12-19 14:56:39+00:00,542900400,-1465393924,1004.38,68757,3.443,59.60000000000002,3273,197,88.1,7.85,1122.0,0.0,159,92,running,0.0,1,71,159,86,225.0,,1,179,242,8,1038,492,1,186,232,10,968,456,1.3650728464126587,2.4074671268463135,0.9442844986915588,3.1593239307403564,1.3695518970489502,2.411700963973999,1.0346739292144775,3.2010304927825928,2.105,3.141,1.37,2.24,120.0,2.129,3.293,1.39,2.28,104.0
320,2025-12-19 14:56:40+00:00,542900774,-1465393928,1007.34,68954,3.452,59.60000000000002,3282,197,88.1,7.83,1125.0,0.0,159,92,running,0.0,1,71,159,86,225.0,,1,182,239,10,1040,493,1,183,247,14,972,458,1.534447193145752,2.394746780395508,0.9692347645759583,3.0331006050109863,1.5432270765304565,2.362867832183838,0.9027296304702759,3.0189061164855957,2.136,3.245,1.36,2.24,106.0,2.132,3.248,1.32,2.18,88.0
321,2025-12-19 14:56:41+00:00,542901147,-1465393934,1010.83,69146,3.378,59.60000000000002,3211,192,87.1,7.91,1101.0,230.64,159,92,running,0.0,1,71,159,86,227.0,,1,184,243,12,1044,495,1,184,246,14,974,459,1.5503959655761719,2.502810001373291,0.7173246145248413,2.955294370651245,1.5851831436157227,2.3926711082458496,0.8904709815979004,2.992546319961548,2.181,3.337,1.35,2.22,102.0,2.167,3.321,1.32,2.18,102.0
322,2025-12-19 14:56:42+00:00,542901481,-1465393902,1014.07,69338,3.378,59.60000000000002,3285,192,87.1,7.91,1101.0,230.64,158,92,running,0.0,1,64,158,86,227.0,,1,177,247,12,1046,496,1,179,246,14,979,461,1.6747936010360718,2.3706555366516113,0.7949860095977783,2.9954795837402344,1.708540916442871,2.3055028915405273,0.9730408787727356,3.0359370708465576,2.157,3.184,1.36,2.24,96.0,2.145,3.208,1.35,2.22,90.0
323,2025-12-19 14:56:43+00:00,542901822,-1465393882,1017.18,69530,3.359,59.60000000000002,3267,192,87.1,7.95,1095.0,0.0,157,91,running,0.5,1,51,157,86,227.0,,1,177,247,12,1050,498,1,180,248,14,981,462,1.6747936010360718,2.3706555366516113,0.7949860095977783,2.9954795837402344,1.5845420360565186,2.363685131072998,0.9971189498901367,3.049278497695923,2.157,3.184,1.36,2.24,96.0,2.142,3.216,1.35,2.22,96.0
324,2025-12-19 14:56:44+00:00,542902171,-1465393882,1020.04,69724,3.359,59.60000000000002,3267,194,87.1,7.95,1095.0,230.64,157,90,running,0.5,1,51,157,86,227.0,,1,180,250,13,1053,499,1,179,249,15,983,463,1.4764339923858643,2.5193233489990234,0.6960374116897583,2.975019931793213,1.5461279153823853,2.2659902572631836,0.47746139764785767,2.9693944454193115,2.164,3.252,1.34,2.22,98.0,2.169,3.238,1.34,2.2,104.0
325,2025-12-19 14:56:45+00:00,542902364,-1465393892,1022.47,69920,3.34,59.60000000000002,3249,196,89.0,8.08,1101.0,0.0,157,90,running,0.5,1,51,157,86,229.0,,1,177,265,14,1055,500,1,180,267,15,987,465,1.491557240486145,2.3566536903381348,0.5709898471832275,3.08233380317688,1.6953836679458618,2.094269037246704,0.7466966509819031,3.033761739730835,2.09,3.09,1.3,2.16,94.0,2.059,3.096,1.27,2.12,78.0
326,2025-12-19 14:56:46+00:00,542902597,-1465394003,1024.45,70113,3.275,59.60000000000002,3185,193,88.0,8.15,1079.0,230.64,157,90,running,0.5,1,51,157,86,231.0,,1,172,270,14,1059,502,1,174,279,16,989,466,1.5126663446426392,2.2681305408477783,0.5936153531074524,3.137420892715454,1.709377408027649,2.103771924972534,0.7972660064697266,3.0470845699310303,1.903,2.727,1.29,2.14,76.0,1.999,2.904,1.25,2.1,78.0
327,2025-12-19 14:56:47+00:00,542902732,-1465393941,1026.05,70298,3.135,59.60000000000002,3049,185,85.8,8.3,1033.0,39.7,156,89,running,0.5,1,45,156,86,235.0,,1,172,270,14,1059,502,1,168,291,14,991,467,1.5126663446426392,2.2681305408477783,0.5936153531074524,3.137420892715454,1.6518868207931519,2.165013313293457,0.8003944754600525,3.090939521789551,1.903,2.727,1.29,2.14,76.0,1.849,2.593,1.24,2.08,78.0
328,2025-12-19 14:56:48+00:00,542902687,-1465393823,1026.64,70476,3.004,59.60000000000002,2922,178,85.9,8.58,1001.0,39.7,156,0,running,0.0,1,45,156,86,240.0,,1,172,270,14,1059,502,1,167,361,17,993,468,1.5126663446426392,2.2681305408477783,0.5936153531074524,3.137420892715454,1.6779087781906128,2.1183393001556396,0.768234133720398,3.108703851699829,1.903,2.727,1.29,2.14,76.0,1.74,2.416,1.11,1.92,60.0
329,2025-12-19 14:56:49+00:00,542902617,-1465393635,1028.37,70476,2.893,59.39999999999998,2813,56,,,,0.0,156,0,running,0.0,1,45,156,86,,,0,0,0,0,1060,503,0,73,645,4,994,469,0.0,0.0,0.0,0.0,3.4777634143829346,3.9446651935577393,0.0,3.7795891761779785,0.0,0.0,0.0,0.0,0.0,1.572,0.961,0.82,0.94,10.0
330,2025-12-19 14:56:50+00:00,542902443,-1465393550,1029.94,70476,2.846,59.39999999999998,2768,56,,,,0.0,156,82,running,0.0,1,45,156,86,,,0,0,0,0,1060,503,0,73,645,4,996,470,0.0,0.0,0.0,0.0,3.4777634143829346,3.9446651935577393,0.0,3.7795891761779785,0.0,0.0,0.0,0.0,0.0,1.572,0.961,0.82,0.94,10.0
331,2025-12-19 14:56:51+00:00,542902208,-1465393490,1031.74,70646,2.594,59.39999999999998,2523,58,95.0,10.01,948.0,0.0,156,82,running,0.0,1,45,156,86,270.0,,0,0,0,0,1060,504,0,113,449,17,997,471,0.0,0.0,0.0,0.0,3.5754191875457764,3.496955394744873,0.0,4.085275650024414,0.0,0.0,0.0,0.0,0.0,1.283,1.212,0.87,1.06,12.0
332,2025-12-19 14:56:52+00:00,542901931,-1465393534,1034.39,70769,1.857,59.200000000000045,1806,123,76.3,11.23,679.0,0.0,156,0,running,0.0,1,45,156,86,286.0,,1,181,260,6,1062,505,1,184,268,5,1000,473,1.1972932815551758,2.360252618789673,0.5307416319847107,3.1371021270751953,1.5717666149139404,1.9119961261749268,0.9628528356552124,3.300370931625366,1.69,2.549,1.22,2.06,82.0,1.534,2.347,1.2,2.02,70.0
333,2025-12-19 14:56:53+00:00,542901669,-1465393539,1036.97,70769,1.857,59.200000000000045,1806,79,,,,652.36,156,0,running,0.0,1,45,156,86,,,1,183,260,10,1066,507,1,181,268,12,1002,474,1.6215269565582275,2.2337918281555176,0.8608900308609009,3.16096568107605,1.6698297262191772,2.0526316165924072,0.8428481817245483,3.146876096725464,1.867,2.852,1.26,2.12,70.0,1.8,2.717,1.23,2.08,68.0
334,2025-12-19 14:56:54+00:00,542901350,-1465393581,1040.07,70928,2.482,59.200000000000045,2424,80,77.1,9.32,827.0,0.0,156,90,running,0.0,1,45,156,86,252.0,,1,186,260,12,1068,508,1,186,260,13,1006,476,1.3514105081558228,2.356429100036621,0.6981565952301025,3.126190423965454,1.8239758014678955,2.0802063941955566,1.0197237730026245,3.065760850906372,1.886,2.918,1.24,2.08,88.0,1.919,2.975,1.24,2.08,74.0
335,2025-12-19 14:56:55+00:00,542901089,-1465393557,1042.48,71092,2.557,59.39999999999998,2497,164,78.2,9.18,852.0,48.55,155,92,running,0.5,1,47,155,86,251.0,,1,183,257,12,1071,510,1,183,256,11,1008,477,1.580196499824524,2.1755495071411133,0.6527271270751953,3.1557676792144775,1.5374773740768433,2.1942460536956787,0.9414188265800476,3.1700263023376465,1.9,2.902,1.26,2.1,84.0,1.824,2.785,1.26,2.1,76.0
336,2025-12-19 14:56:56+00:00,542900813,-1465393443,1044.7,71275,2.706,59.39999999999998,2643,183,75.7,8.68,872.0,0.0,155,92,running,0.5,1,47,155,86,241.0,,1,181,248,10,1073,511,1,182,246,11,1012,479,1.6140457391738892,2.3268511295318604,1.0160019397735596,3.0731279850006104,1.4982436895370483,2.3043251037597656,0.9392693042755127,3.138070821762085,1.973,2.969,1.31,2.18,90.0,2.027,3.077,1.32,2.18,96.0
337,2025-12-19 14:56:57+00:00,542900561,-1465393328,1047.1,71458,2.706,59.60000000000002,2643,183,75.7,8.68,872.0,0.0,155,93,running,0.0,1,47,155,86,241.0,,1,185,244,12,1077,513,1,187,252,14,1014,480,1.5394901037216187,2.342926502227783,0.8371883630752563,3.0724833011627197,1.6114246845245361,2.142808198928833,0.8722836971282959,3.078162908554077,2.055,3.168,1.32,2.18,86.0,2.0,3.124,1.28,2.12,68.0
338,2025-12-19 14:56:58+00:00,542900230,-1465393278,1049.83,71612,2.482,59.60000000000002,2424,154,71.8,8.97,800.0,0.0,155,93,running,0.0,1,47,155,86,247.0,,1,188,245,11,1079,514,1,180,248,12,1018,482,1.6749294996261597,2.2777228355407715,0.8901672959327698,3.0853703022003174,1.6217527389526367,2.2853450775146484,0.9428942203521729,3.104140043258667,1.997,3.124,1.3,2.16,82.0,2.054,3.09,1.34,2.2,88.0
339,2025-12-19 14:56:59+00:00,542899927,-1465393140,1052.69,71766,2.482,59.60000000000002,2424,154,71.8,8.97,800.0,0.0,154,93,running,0.0,1,44,154,86,247.0,,1,183,250,12,1083,516,1,180,248,12,1020,483,1.6590944528579712,2.235255479812622,0.7386926412582397,3.0801825523376465,1.6217527389526367,2.2853450775146484,0.9428942203521729,3.104140043258667,2.049,3.118,1.32,2.18,88.0,2.054,3.09,1.34,2.2,88.0
340,2025-12-19 14:57:00+00:00,542899573,-1465393018,1055.96,71927,2.585,59.60000000000002,2525,161,73.7,8.84,833.0,0.0,154,92,running,0.0,1,44,154,86,244.0,,1,182,254,12,1085,517,1,180,249,12,1024,485,1.644298791885376,2.238363742828369,0.8129464983940125,3.0634777545928955,1.7049593925476074,2.224212408065796,0.983424961566925,3.0855700969696045,1.984,3.008,1.31,2.16,76.0,2.024,3.033,1.33,2.2,80.0
341,2025-12-19 14:57:01+00:00,542899395,-1465392847,1058.71,72094,2.678,59.60000000000002,2616,167,76.9,8.8,873.0,0.0,155,92,running,0.0,1,36,155,86,244.0,,1,182,257,13,1087,518,1,185,256,14,1026,486,1.562123417854309,2.272068977355957,0.7903087735176086,3.1236939430236816,1.6370794773101807,2.204105854034424,0.8848683834075928,3.0653717517852783,2.028,3.074,1.27,2.12,86.0,1.998,3.079,1.28,2.12,76.0
342,2025-12-19 14:57:02+00:00,542899060,-1465392589,1061.7,72282,2.837,59.60000000000002,2821,188,79.5,8.59,924.0,0.0,155,92,running,0.0,1,36,155,86,240.0,,1,182,257,13,1091,520,1,176,264,14,1030,488,1.562123417854309,2.272068977355957,0.7903087735176086,3.1236939430236816,1.7430121898651123,2.1923274993896484,0.8072960376739502,2.992708921432495,2.028,3.074,1.27,2.12,86.0,1.997,2.922,1.28,2.14,74.0
343,2025-12-19 14:57:03+00:00,542898857,-1465392342,1064.57,72471,2.846,59.60000000000002,2831,189,79.6,8.57,927.0,0.0,155,91,running,0.5,1,36,155,86,240.0,,1,174,262,9,1095,522,1,179,267,12,1032,489,1.4266465902328491,2.2844622135162354,0.5884624719619751,3.1530251502990723,1.4727035760879517,2.201134204864502,0.6332789659500122,3.098639965057373,1.901,2.763,1.31,2.18,98.0,1.895,2.828,1.26,2.1,86.0
344,2025-12-19 14:57:04+00:00,542898660,-1465392138,1066.75,72661,2.883,59.39999999999998,2868,190,80.2,8.53,940.0,0.0,155,90,running,0.5,1,36,155,86,239.0,,1,172,264,13,1097,523,1,179,267,12,1034,490,1.5126703977584839,2.2859559059143066,0.7073630690574646,3.169097900390625,1.4727035760879517,2.201134204864502,0.6332789659500122,3.098639965057373,1.898,2.721,1.31,2.16,80.0,1.895,2.828,1.26,2.1,86.0
345,2025-12-19 14:57:05+00:00,542898363,-1465391968,1068.98,72849,2.883,59.39999999999998,2868,188,82.0,8.63,950.0,0.0,155,89,running,0.5,1,36,155,86,241.0,,1,181,267,13,1099,524,1,169,282,12,1037,492,1.4705942869186401,2.281264066696167,0.6516405940055847,3.1042659282684326,1.7136088609695435,2.074648141860962,0.9881569743156433,3.211777687072754,1.9,2.86,1.25,2.1,84.0,1.789,2.518,1.28,2.14,66.0
346,2025-12-19 14:57:06+00:00,542898196,-1465391851,1070.57,73027,2.809,59.39999999999998,2794,178,82.6,8.83,936.0,0.0,155,89,running,0.5,1,36,155,86,245.0,,1,172,304,12,1103,526,1,173,286,13,1039,493,1.5306270122528076,2.1569201946258545,0.47399818897247314,3.1789684295654297,1.6502552032470703,1.935816764831543,0.32738757133483887,3.0737926959991455,1.623,2.33,1.17,2.0,74.0,1.666,2.403,1.22,2.06,70.0
347,2025-12-19 14:57:07+00:00,542898188,-1465392159,1071.75,73199,2.706,59.39999999999998,2691,172,81.0,8.98,901.0,0.0,156,87,running,0.5,1,31,156,86,247.0,,1,171,305,7,1104,527,1,174,301,13,1041,494,1.4664658308029175,1.978388786315918,0.7705638408660889,3.31604266166687,1.3978540897369385,2.1762044429779053,0.6711642742156982,3.00931978225708,1.324,1.888,1.12,1.94,72.0,1.59,2.309,1.17,2.0,64.0
348,2025-12-19 14:57:08+00:00,542898256,-1465392361,1073.4,73371,2.641,59.39999999999998,2626,172,83.6,9.28,900.0,0.0,156,87,running,0.0,1,31,156,86,253.0,,1,171,305,7,1105,528,1,178,343,1,1042,496,1.4664658308029175,1.978388786315918,0.7705638408660889,3.31604266166687,1.0161210298538208,2.4214255809783936,0.7152215242385864,3.1518514156341553,1.324,1.888,1.12,1.94,72.0,0.824,1.221,1.06,1.86,82.0
349,2025-12-19 14:57:09+00:00,542898482,-1465392624,1075.57,73540,2.575,59.60000000000002,2562,169,84.2,9.48,888.0,0.0,156,86,running,0.0,1,31,156,86,257.0,,1,187,246,7,1111,532,1,176,246,1,1046,499,1.3617517948150635,2.1902246475219727,0.7496089339256287,3.2747137546539307,1.749181866645813,1.9289679527282715,1.2356511354446411,3.1221799850463867,1.825,2.845,1.25,2.1,98.0,1.612,2.368,1.28,2.14,56.0
350,2025-12-19 14:57:10+00:00,542898652,-1465392923,1078.0,73703,2.501,59.60000000000002,2487,163,84.7,9.71,872.0,0.0,155,86,running,0.0,1,31,155,86,261.0,,1,188,240,10,1113,533,1,189,238,12,1050,501,1.569442629814148,2.2182862758636475,0.7384017705917358,3.122809410095215,1.0917543172836304,2.4489831924438477,0.7871070504188538,3.203969717025757,2.054,3.22,1.31,2.16,98.0,2.129,3.351,1.34,2.2,104.0
351,2025-12-19 14:57:11+00:00,542898906,-1465393172,1080.73,73856,2.379,59.60000000000002,2367,153,82.4,9.92,829.0,652.36,155,86,running,0.0,1,31,155,86,263.0,,1,182,233,12,1116,534,1,189,238,12,1052,502,1.6904313564300537,2.3830983638763428,0.8828766345977783,3.052269220352173,1.0917543172836304,2.4489831924438477,0.7871070504188538,3.203969717025757,2.217,3.367,1.38,2.26,96.0,2.129,3.351,1.34,2.2,104.0
352,2025-12-19 14:57:12+00:00,542899229,-1465393362,1083.63,74010,2.379,59.60000000000002,2371,154,82.4,9.92,829.0,0.0,155,86,running,0.0,1,31,155,86,263.0,,1,190,233,14,1120,536,1,184,239,13,1054,503,1.7431763410568237,2.3967127799987793,0.9562597274780273,3.0177807807922363,1.524230718612671,2.4419608116149902,0.9850345253944397,3.0558433532714844,2.173,3.438,1.35,2.22,104.0,2.145,3.294,1.36,2.24,98.0
353,2025-12-19 14:57:13+00:00,542899591,-1465393545,1086.7,74177,2.566,59.60000000000002,2557,167,86.2,9.63,895.0,0.0,155,86,running,0.0,1,31,155,86,259.0,,1,185,238,13,1124,538,1,184,239,14,1059,505,1.6621835231781006,2.3958539962768555,1.0414979457855225,3.04885196685791,1.4767755270004272,2.460343360900879,1.0311131477355957,3.022362470626831,2.22,3.416,1.36,2.22,100.0,2.137,3.282,1.36,2.24,100.0
354,2025-12-19 14:57:14+00:00,542899982,-1465393731,1090.67,74356,2.678,59.60000000000002,2669,179,88.6,9.48,934.0,0.0,155,94,running,0.0,1,31,155,86,256.0,,1,185,238,13,1127,539,1,184,239,14,1061,506,1.6621835231781006,2.3958539962768555,1.0414979457855225,3.04885196685791,1.4767755270004272,2.460343360900879,1.0311131477355957,3.022362470626831,2.22,3.416,1.36,2.22,100.0,2.137,3.282,1.36,2.24,100.0
355,2025-12-19 14:57:15+00:00,542900320,-1465393764,1094.19,74541,2.809,59.799999999999955,2799,185,75.6,8.43,896.0,0.0,156,94,running,0.0,1,32,156,86,237.0,,1,182,238,13,1129,540,1,182,246,15,1065,508,1.5038219690322876,2.4698283672332764,0.7145695686340332,3.0597689151763916,1.5419628620147705,2.4526705741882324,0.5958033800125122,2.8598930835723877,2.27,3.448,1.38,2.26,104.0,2.256,3.418,1.32,2.18,96.0
356,2025-12-19 14:57:16+00:00,542900668,-1465393748,1097.19,74755,3.238,59.60000000000002,3247,214,81.7,7.91,1033.0,0.0,155,94,running,0.0,1,33,155,86,226.0,,1,182,238,13,1133,542,1,181,244,15,1067,509,1.5038219690322876,2.4698283672332764,0.7145695686340332,3.0597689151763916,1.6244401931762695,2.337742328643799,1.0372744798660278,3.0057716369628906,2.27,3.448,1.38,2.26,104.0,2.207,3.332,1.35,2.22,92.0
357,2025-12-19 14:57:17+00:00,542900967,-1465393727,1100.08,74970,3.238,59.60000000000002,3247,215,81.7,7.91,1033.0,0.0,155,93,running,0.0,1,33,155,86,226.0,,1,185,237,14,1138,544,1,182,240,15,1072,511,1.60056734085083,2.4629368782043457,0.9398491978645325,2.9844048023223877,1.6434197425842285,2.393127202987671,0.9805171489715576,3.0185964107513428,2.205,3.399,1.36,2.24,100.0,2.192,3.334,1.35,2.22,92.0
358,2025-12-19 14:57:18+00:00,542901330,-1465393688,1103.23,75172,3.07,59.60000000000002,3079,202,81.3,8.21,990.0,0.0,155,93,running,0.0,1,33,155,86,232.0,,1,185,237,12,1140,545,1,182,238,13,1076,513,1.5698304176330566,2.428032875061035,0.791947603225708,3.0459790229797363,1.6097036600112915,2.369054079055786,1.009451150894165,3.0596718788146973,2.177,3.349,1.38,2.26,92.0,2.155,3.271,1.37,2.24,96.0
