timestamp,gct_ms,swing_time,stride_time,gait_cycle_time,cadence,gct_pct,activity_type,speed_mps,vgrf_average,fsa_deg,stride_len_m ,vgrf_impulse_bws,vgrf_active_peak_bw,lr_instantaneous_bwps
11.166250, 142.748749, 257.251251, 943.750000, 400.000000, 63.576160, 35.687187, 2, 0.100000, 1.395405, -0.577293, 0.100000, 0.199192, 2.287941, 81.659698
11.901250, 100.000000, 581.250000, 735.000000, 681.250000, 81.632652, 14.678899, 2, 0.846794, 3.000000, 45.000000, 0.622393, 0.300000, 5.000000, 199.800583
12.417500, 102.209396, 420.290588, 516.250000, 522.500000, 116.222763, 19.561607, 2, 0.100000, 2.509714, 18.770590, 0.100000, 0.256516, 4.348425, 182.406036
12.951250, 104.343048, 431.906952, 533.750000, 536.250000, 112.412178, 19.457911, 2, 0.633636, 2.522856, 45.000000, 0.338203, 0.263243, 4.379022, 180.346451
13.447500, 137.414627, 397.585388, 496.250000, 535.000000, 120.906799, 25.684977, 2, 0.100000, 1.921800, 15.499857, 0.100000, 0.264083, 3.129838, 96.200439
13.872500, 307.039795, 316.710205, 425.000000, 623.750000, 141.176468, 49.224819, 2, 0.906434, 1.023653, 3.839962, 0.385234, 0.314302, 1.835213, 92.784882
14.430000, 299.572021, 249.177979, 557.500000, 548.750000, 107.623322, 54.591709, 2, 0.634796, 0.927310, -6.995135, 0.353899, 0.277796, 1.737043, 81.457550
20.072500, 246.230774, 303.769226, 548.750000, 550.000000, 109.339409, 44.769230, 2, 1.100694, 1.121185, 0.799174, 0.604006, 0.276070, 1.942629, 107.180824
20.823750, 1000.000000, 1000.000000, 751.250000, 2110.000000, 79.866890, 47.393364, 3, 0.181608, 0.776139, 13.871792, 0.136433, 0.776139, 1.666468, 53.349091
34.798750, 468.130371, 278.119629, 828.750000, 746.250000, 72.398193, 62.731041, 2, 0.283927, 0.812656, 8.291344, 0.235305, 0.380429, 1.630491, 14.882561
35.745000, 539.607666, 490.392334, 946.250000, 1030.000000, 63.408192, 52.389091, 2, 0.623163, 0.964461, -0.677944, 0.589668, 0.520431, 1.773965, 10.000000
38.297500, 863.133301, 145.616699, 688.750000, 1008.750000, 87.114334, 85.564636, 3, 0.313073, 0.788802, 3.626440, 0.215629, 0.680841, 1.270465, 10.000000
39.527500, 110.420349, 334.579651, 1230.000000, 445.000000, 48.780487, 24.813560, 3, 0.100000, 1.419507, 9.462984, 0.123000, 0.156742, 1.015291, 10.000000
40.072500, 100.000000, 425.000000, 545.000000, 525.000000, 110.091743, 19.047619, 2, 0.364572, 2.576259, 0.807494, 0.198692, 0.257626, 4.504856, 15.182941
40.390000, 327.309479, 258.940521, 400.000000, 586.250000, 150.000000, 55.831039, 2, 0.311588, 0.907694, 3.265983, 0.124635, 0.297097, 1.718022, 17.438782
41.307500, 459.595764, 612.904236, 917.500000, 1072.500000, 65.395096, 42.852749, 2, 0.462615, 1.169374, 2.554317, 0.424449, 0.537440, 1.998685, 40.624573
42.157500, 155.550644, 338.199341, 850.000000, 493.750000, 70.588234, 31.503927, 2, 0.683989, 1.574897, -1.226816, 0.581391, 0.244976, 2.548563, 24.291430
42.561250, 233.428879, 261.571106, 403.750000, 495.000000, 148.606812, 47.157349, 2, 0.100000, 1.066617, -5.614839, 0.100000, 0.248979, 1.881536, 10.000000
48.048750, 239.829819, 360.170166, 451.250000, 600.000000, 132.963989, 39.971638, 2, 0.490594, 1.250515, -2.145528, 0.221381, 0.299911, 2.097528, 10.000000
48.455000, 748.068909, 176.931091, 406.250000, 925.000000, 147.692307, 80.872314, 3, 0.118401, 0.803034, -0.648856, 0.100000, 0.600724, 1.825953, 10.000000
59.006250, 1000.000000, 533.750000, 1273.750000, 1533.750000, 47.105003, 65.199677, 3, 0.100000, 0.776139, -13.969090, 0.127375, 0.776139, 1.017494, 10.000000
60.506250, 272.229675, 439.020325, 1500.000000, 711.250000, 40.000000, 38.274822, 3, 0.382340, 0.989632, -1.143795, 0.573509, 0.269407, 0.950178, 10.000000
61.477500, 367.848816, 730.901184, 971.250000, 1098.750000, 61.776062, 33.478844, 2, 0.328645, 1.484569, -2.754149, 0.319197, 0.546097, 2.413986, 10.000000
62.282500, 477.731812, 456.018188, 805.000000, 933.750000, 74.534164, 51.162708, 2, 0.105508, 0.986533, 1.484517, 0.100000, 0.471298, 1.796456, 10.000000
63.163750, 1000.000000, 1000.000000, 881.250000, 2400.000000, 68.085106, 41.666664, 3, 0.413819, 0.776139, 3.821898, 0.364678, 0.776139, 1.419100, 27.275928
104.125000, 1000.000000, 1000.000000, 771.250000, 2400.000000, 77.795784, 41.666664, 3, 0.177979, 0.776139, 4.462047, 0.137266, 0.776139, 1.123682, 10.000000
