timestamp,gct_ms,swing_time,stride_time,gait_cycle_time,cadence,gct_pct,activity_type,speed_mps,vgrf_average,fsa_deg,stride_len_m ,vgrf_impulse_bws,vgrf_active_peak_bw,lr_instantaneous_bwps
14.921250, 1000.000000, 648.750000, 588.750000, 1648.750000, 101.910828, 60.652012, 3, 0.368275, 0.776139, 2.172745, 0.216822, 0.776139, 1.306376, 10.000000
16.680000, 973.403320, 430.346680, 1758.750000, 1403.750000, 34.115139, 69.343063, 3, 0.160081, 0.778321, 3.792225, 0.281543, 0.757620, 0.926658, 10.000000
18.267500, 1000.000000, 751.250000, 1587.500000, 1751.250000, 37.795277, 57.102074, 3, 0.731895, 0.776139, -3.985822, 1.161884, 0.776139, 0.930931, 10.000000
75.602500, 676.153625, 440.096375, 1087.500000, 1116.250000, 55.172413, 60.573673, 3, 1.272094, 0.814388, 13.366973, 1.383402, 0.550651, 1.118944, 19.390297
76.680000, 774.437805, 405.562195, 1077.500000, 1180.000000, 55.684456, 65.630325, 3, 0.902471, 0.799399, 7.778625, 0.972413, 0.619085, 1.102512, 15.291134
77.895000, 798.409546, 441.590454, 1215.000000, 1240.000000, 49.382717, 64.387863, 3, 0.925983, 0.796303, 9.145899, 1.125070, 0.635776, 1.023077, 10.000000
79.142500, 754.061829, 447.188171, 1247.500000, 1201.250000, 48.096191, 62.773098, 3, 1.064544, 0.802185, 10.138637, 1.328019, 0.604897, 1.044242, 13.195488
80.367500, 718.104187, 469.395813, 1225.000000, 1187.500000, 48.979591, 60.471935, 3, 0.945686, 0.807488, 10.313482, 1.158466, 0.579861, 1.024984, 10.000000
81.565000, 836.764343, 484.485657, 1197.500000, 1321.250000, 50.104385, 63.331264, 3, 0.842183, 0.791718, 10.103801, 1.008514, 0.662481, 1.017500, 10.000000
97.148750, 159.562439, 315.437561, 2000.000000, 475.000000, 30.000000, 33.592094, 3, 2.378068, 1.196768, -10.476702, 4.756136, 0.190959, 1.127036, 97.167603
97.623750, 140.615097, 313.134888, 475.000000, 453.750000, 126.315788, 30.989555, 2, 5.130397, 1.600313, -7.477813, 2.436939, 0.225028, 2.587679, 258.750336
98.123750, 128.880020, 357.369995, 500.000000, 486.250000, 120.000000, 26.504889, 2, 6.371048, 1.863701, -3.911347, 3.185524, 0.240194, 3.025358, 251.056213
98.631250, 122.479080, 377.520935, 507.500000, 500.000000, 118.226601, 24.495815, 2, 7.307113, 2.012975, -2.893567, 3.708360, 0.246547, 3.299580, 391.289215
99.143750, 112.877655, 388.372345, 512.500000, 501.250000, 117.073174, 22.519232, 2, 7.958982, 2.185828, -4.259689, 4.078978, 0.246731, 3.640769, 500.000000
99.650000, 115.011307, 393.738708, 506.250000, 508.750000, 118.518517, 22.606646, 2, 8.422445, 2.177545, -5.048076, 4.263863, 0.250442, 3.623840, 500.000000
100.181250, 109.677170, 415.322815, 531.250000, 525.000000, 112.941177, 20.890890, 2, 8.246917, 2.352800, -7.598934, 4.381174, 0.258048, 3.994454, 500.000000
100.695000, 113.944473, 404.805542, 513.750000, 518.750000, 116.788322, 21.965200, 2, 8.717538, 2.239860, -4.284391, 4.478635, 0.255220, 3.752630, 475.416290
