timestamp,gct_ms,swing_time,stride_time,gait_cycle_time,cadence,gct_pct,activity_type,speed_mps,vgrf_average,fsa_deg,stride_len_m ,vgrf_impulse_bws,vgrf_active_peak_bw,lr_instantaneous_bwps
9.857500, 1000.000000, 558.750000, 616.250000, 1558.750000, 97.363083, 64.153969, 3, 0.118322, 0.776139, 2.662745, 0.100000, 0.776139, 1.363900, 10.000000
11.407500, 583.862366, 341.137634, 1550.000000, 925.000000, 38.709679, 63.120258, 3, 0.100000, 0.833057, 4.372915, 0.155000, 0.486391, 0.961591, 10.000000
76.951250, 684.543762, 411.706238, 1081.250000, 1096.250000, 55.491329, 62.444126, 3, 1.340710, 0.812940, 16.563038, 1.449643, 0.556493, 1.160048, 26.098524
78.063750, 695.331055, 428.418945, 1112.500000, 1123.750000, 53.932583, 61.875957, 3, 0.889264, 0.811130, 3.482753, 0.989306, 0.564004, 1.025728, 11.142208
79.260000, 784.026489, 504.723511, 1196.250000, 1288.750000, 50.156738, 60.836197, 3, 0.890686, 0.798138, 6.779276, 1.065483, 0.625761, 1.093739, 17.143433
80.543750, 743.274536, 497.975464, 1283.750000, 1241.250000, 46.738071, 59.881134, 3, 1.235819, 0.803722, 12.034535, 1.586482, 0.597386, 1.065014, 17.916412
81.746250, 798.409546, 461.590454, 1202.500000, 1260.000000, 49.896049, 63.365833, 3, 1.074147, 0.796303, 11.469925, 1.291662, 0.635776, 1.057177, 14.268085
82.961250, 849.948792, 418.801208, 1215.000000, 1268.750000, 49.382717, 66.991035, 3, 1.004752, 0.790237, 11.313536, 1.220774, 0.671661, 1.124588, 23.087320
89.996250, 899.090881, 463.409119, 1341.250000, 1362.500000, 44.734390, 65.988319, 3, 0.905609, 0.785102, 10.658718, 1.214648, 0.705878, 1.047543, 15.553085
100.813750, 126.746384, 393.253601, 530.000000, 520.000000, 113.207550, 24.374304, 2, 7.037914, 2.022793, -8.639025, 3.730094, 0.256382, 3.318278, 415.479004
101.318750, 122.479080, 377.520935, 505.000000, 500.000000, 118.811882, 24.495815, 2, 7.909040, 2.012975, -4.751902, 3.994065, 0.246547, 3.299580, 490.471802
101.836250, 118.211777, 394.288208, 517.500000, 512.500000, 115.942032, 23.065714, 2, 8.152704, 2.135075, -7.767140, 4.219024, 0.252391, 3.537957, 485.179688
102.367500, 113.944473, 412.305542, 531.250000, 526.250000, 112.941177, 21.652157, 2, 8.509812, 2.271613, -9.031984, 4.520838, 0.258838, 3.819522, 500.000000
102.895000, 116.078125, 413.921875, 527.500000, 530.000000, 113.744080, 21.901533, 2, 8.409245, 2.246245, -6.841102, 4.435877, 0.260740, 3.766011, 500.000000
103.451250, 115.011307, 439.988708, 556.250000, 555.000000, 107.865166, 20.722757, 2, 8.441514, 2.371535, -9.853249, 4.695592, 0.272753, 4.035617, 500.000000
103.977500, 134.214157, 414.535828, 526.250000, 548.750000, 114.014252, 24.458160, 2, 8.880733, 2.016007, -6.033276, 4.673486, 0.270577, 3.305346, 500.000000
104.563750, 120.345428, 449.654572, 586.250000, 570.000000, 102.345413, 21.113234, 2, 8.532564, 2.328482, -8.049877, 5.002216, 0.280222, 3.941470, 500.000000
105.132500, 126.746384, 449.503601, 568.750000, 576.250000, 105.494507, 21.995033, 2, 8.465657, 2.236881, -4.909101, 4.814843, 0.283517, 3.746399, 462.037445
105.717500, 139.548279, 460.451721, 585.000000, 600.000000, 102.564102, 23.258047, 2, 7.878235, 2.117780, -6.860982, 4.608768, 0.295532, 3.503422, 500.000000
106.331250, 135.280975, 473.469025, 613.750000, 608.750000, 97.759674, 22.222748, 2, 7.902791, 2.214408, -4.900781, 4.850338, 0.299567, 3.699628, 457.635132
106.957500, 138.481445, 491.518555, 626.250000, 630.000000, 95.808380, 21.981182, 2, 7.477278, 2.238263, -5.273972, 4.682645, 0.309958, 3.749289, 220.346771
107.628750, 143.815567, 533.684448, 671.250000, 677.500000, 89.385475, 21.227390, 2, 6.867919, 2.316195, -5.262412, 4.610091, 0.333105, 3.914890, 205.449249
108.335000, 157.684296, 564.815674, 706.250000, 722.500000, 84.955750, 21.824816, 2, 6.233959, 2.253987, -6.150347, 4.402733, 0.355418, 3.782285, 191.206390
109.061250, 172.619843, 571.130127, 726.250000, 743.750000, 82.616180, 23.209391, 2, 5.567702, 2.122128, -2.814746, 4.043544, 0.366321, 3.512080, 176.779541
109.831250, 176.887146, 598.112854, 770.000000, 775.000000, 77.922081, 22.824148, 2, 5.144250, 2.157210, -3.284539, 3.961073, 0.381583, 3.582527, 164.954514
110.600000, 203.557770, 596.442261, 768.750000, 800.000000, 78.048782, 25.444721, 2, 4.466268, 1.939534, -2.917680, 3.433443, 0.394807, 3.162300, 148.645416
111.360000, 390.252167, 588.497803, 760.000000, 978.750000, 78.947365, 39.872505, 2, 4.060493, 1.253515, 9.838705, 3.085975, 0.489187, 2.101290, 252.301895
