timestamp,gctMs,swingTime,strideTime,gaitCycleTime,cadence,gctPct,activityType,speedMps,vgrfAverage,fsaDeg,strideLenM,vgrfImpulseBws,vgrfActivePeakBw,lrInstantaneousBwps,vgrfCurveBnOutput0,vgrfCurveBnOutput1,vgrfCurveBnOutput2,vgrfCurveBnOutput3,latitude,longitude
1762989239.574131,206.093384,593.030945,794.114136,799.124329,75.555893,25.789902,2,4.446995,1.914159,2.131651,3.531422,0.394495,3.115933,219.671219,1.67871,1.724712,0.518859,3.265605,45.51151358485344,-122.83319401826171
1762989240.363284,203.955414,582.643433,789.103943,786.598816,76.035614,25.928772,2,4.458637,1.904141,3.506789,3.518328,0.38836,3.097778,154.643509,1.67871,1.724712,0.518859,3.265605,45.51148304611056,-122.83322004454857
1762989241.173718,202.886414,606.25824,810.397217,809.144653,74.037766,25.074184,2,4.48159,1.96755,1.844354,3.631868,0.399189,3.214129,172.387817,1.67871,1.724712,0.518859,3.265605,45.51148304611056,-122.83322004454857
1762989241.941565,205.024399,565.291321,767.810608,770.315735,78.144272,26.615631,2,4.613098,1.856128,2.348636,3.541986,0.380551,3.011951,225.201645,1.67871,1.724712,0.518859,3.265605,45.51145364770784,-122.83324291615274
1762989242.739486,203.955414,592.663818,797.871765,796.619202,75.200058,25.602623,2,4.409686,1.927841,1.294401,3.518363,0.393194,3.140866,238.256927,1.67871,1.724712,0.518859,3.265605,45.511425146698166,-122.83326155809648
1762989243.543658,196.472412,598.894226,804.13446,795.366638,74.614388,24.702118,2,4.406725,1.996528,-0.405145,3.5436,0.392263,3.268438,143.86145,1.67871,1.724712,0.518859,3.265605,45.511388441555646,-122.83329216421697
1762989244.321525,202.886414,582.459839,777.830994,785.346252,77.137581,25.834009,2,4.517102,1.910965,2.611771,3.513542,0.387709,3.110136,226.745041,1.67871,1.724712,0.518859,3.265605,45.511388441555646,-122.83329216421697
1762989245.121939,194.334412,596.022034,800.376831,790.356445,74.964691,24.5882,2,4.405335,2.005576,1.09409,3.525928,0.389752,3.285541,237.57695,1.67871,1.724712,0.518859,3.265605,45.51134535027694,-122.83332554816873
1762989245.914849,199.679413,599.444946,792.861572,799.124329,75.675255,24.987278,2,4.413292,1.974241,1.849186,3.49913,0.394215,3.226606,234.172562,1.67871,1.724712,0.518859,3.265605,45.51130022218281,-122.83335545206262
1762989246.700232,201.817413,586.033936,785.346252,787.851379,76.399422,25.616179,2,4.49929,1.926844,2.245898,3.5335,0.388871,3.139044,240.948441,1.67871,1.724712,0.518859,3.265605,45.51125605973665,-122.8333816213273
1762989247.481857,210.369385,581.239624,781.588623,791.609009,76.766724,26.574909,2,4.573768,1.858905,3.428104,3.574805,0.391057,3.016862,148.420776,1.67871,1.724712,0.518859,3.265605,45.51122410404195,-122.83340142606377
1762989248.287293,199.679413,593.182129,805.387024,792.861572,74.498344,25.184649,2,4.428798,1.959112,3.570461,3.566896,0.391194,3.198448,157.709808,1.67871,1.724712,0.518859,3.265605,45.51122410404195,-122.83340142606377
1762989249.062656,213.576385,578.032593,775.325928,791.609009,77.38681,26.980034,2,4.522496,1.831648,5.062688,3.506409,0.391197,2.968945,134.335693,1.67871,1.724712,0.518859,3.265605,45.51117198698816,-122.83343405345862
1762989249.871837,199.679413,593.182129,809.144653,792.861572,74.152374,25.184649,2,4.556214,1.959112,2.474689,3.686636,0.391194,3.198448,200.381348,1.67871,1.724712,0.518859,3.265605,45.511133405753235,-122.8334597520954
1762989250.653463,205.024399,582.826965,781.588623,787.851379,76.766724,26.023233,2,4.666396,1.897387,3.494099,3.647202,0.389011,3.085587,153.914658,1.67871,1.724712,0.518859,3.265605,45.51109591525409,-122.83348069478043
1762989251.438858,206.093384,580.505432,785.346252,786.598816,76.399422,26.200571,2,4.553654,1.88484,3.17445,3.576195,0.388453,3.063042,142.860077,1.67871,1.724712,0.518859,3.265605,45.51106016989387,-122.83351217414922
1762989252.233008,207.162384,588.204224,794.114136,795.366638,75.555893,26.04615,2,4.510433,1.895756,2.411533,3.581798,0.392729,3.082649,205.03978,1.67871,1.724712,0.518859,3.265605,45.51106016989387,-122.83351217414922
1762989253.030916,199.679413,589.424561,797.871765,789.103943,75.200058,25.304577,2,4.476881,1.950034,2.110587,3.571977,0.389382,3.181646,230.516983,1.67871,1.724712,0.518859,3.265605,45.51101846531364,-122.83353532361753
1762989253.827584,200.748413,597.123352,796.619202,797.871765,75.318298,25.160486,2,4.406691,1.960951,0.717852,3.510455,0.393658,3.201861,217.484512,1.67871,1.724712,0.518859,3.265605,45.51098022526728,-122.83355216374854
1762989254.614221,203.955414,586.401001,786.598816,790.356445,76.277763,25.805496,2,4.499697,1.913028,2.422158,3.539457,0.390172,3.11388,194.436783,1.67871,1.724712,0.518859,3.265605,45.51094593781934,-122.83357264946046
1762989255.393341,200.748413,574.577515,779.083557,775.325928,77.013565,25.892132,2,4.387476,1.906773,3.515532,3.418211,0.382782,3.102541,145.889969,1.67871,1.724712,0.518859,3.265605,45.510908541413784,-122.8335910456748
1762989256.184987,201.817413,591.044189,791.609009,792.861572,75.794991,25.454308,2,4.406481,1.93882,2.327794,3.48821,0.391288,3.160988,217.902405,1.67871,1.724712,0.518859,3.265605,45.510908541413784,-122.8335910456748
1762989256.975392,200.748413,588.35553,790.356445,789.103943,75.915115,25.440046,2,4.392956,1.939882,3.431682,3.472001,0.389428,3.16294,157.831299,1.67871,1.724712,0.518859,3.265605,45.51086329099611,-122.83360651279038
1762989257.762027,208.231384,587.135254,786.598816,795.366638,76.277763,26.180553,2,4.427215,1.886248,3.245204,3.482442,0.392776,3.065564,141.078522,1.67871,1.724712,0.518859,3.265605,45.51083246701236,-122.83364061741236
1762989258.531127,217.852371,562.483765,769.063171,780.336121,78.016998,27.917761,2,4.470762,1.771591,3.843593,3.438299,0.385945,2.865596,130.999619,1.67871,1.724712,0.518859,3.265605,45.51079572531514,-122.83366891416736
1762989259.31651,212.507385,566.576172,785.346252,779.083557,76.399422,27.276585,2,4.343707,1.812209,3.787152,3.411314,0.385108,2.935158,152.439941,1.67871,1.724712,0.518859,3.265605,45.51079572531514,-122.83366891416736
1762989260.078107,224.266357,551.05957,761.547852,775.325928,78.786911,28.92543,2,4.340713,1.711396,3.795193,3.30566,0.383808,2.765082,141.301575,1.67871,1.724712,0.518859,3.265605,45.51075396072052,-122.8336779062424
1762989260.876016,214.645386,571.95343,797.871765,786.598816,75.200058,27.287785,2,4.224119,1.811483,2.419206,3.370305,0.388826,2.933902,214.57338,1.67871,1.724712,0.518859,3.265605,45.51071660921128,-122.83369287255329
1762989261.676429,207.162384,584.446655,800.376831,791.609009,74.964691,26.169786,2,4.217352,1.887006,2.462736,3.375471,0.390917,3.066924,188.090393,1.67871,1.724712,0.518859,3.265605,45.510688577837485,-122.83371126769723
1762989262.456814,211.438385,573.907837,780.336121,785.346252,76.889946,26.922951,2,4.308692,1.835439,2.647222,3.362228,0.388082,2.975572,170.716339,1.67871,1.724712,0.518859,3.265605,45.510688577837485,-122.83371126769723
1762989263.250965,215.714386,583.409912,794.114136,799.124329,75.555893,26.993847,2,4.276339,1.830733,4.223483,3.395901,0.394915,2.967348,163.820801,1.67871,1.724712,0.518859,3.265605,45.510688577837485,-122.83371126769723
1762989264.038852,212.507385,571.586365,787.851379,784.09375,76.156494,27.102291,2,4.268368,1.823582,3.718868,3.36284,0.387525,2.954888,160.670349,1.67871,1.724712,0.518859,3.265605,45.510688577837485,-122.83371126769723
1762989264.836761,221.059372,586.832764,797.871765,807.892151,75.200058,27.362486,2,4.243992,1.806657,5.020043,3.386162,0.399378,2.925566,152.702667,1.67871,1.724712,0.518859,3.265605,45.510688577837485,-122.83371126769723
1762989265.625914,210.369385,566.209045,789.103943,776.57843,76.035614,27.089266,2,4.297218,1.824438,3.492107,3.390952,0.383806,2.956377,143.356598,1.67871,1.724712,0.518859,3.265605,45.510688577837485,-122.83371126769723
1762989266.430085,207.162384,593.214478,804.13446,800.376831,74.614388,25.883106,2,4.312831,1.907423,2.724432,3.468096,0.395146,3.103717,166.499817,1.67871,1.724712,0.518859,3.265605,45.510688577837485,-122.83371126769723
1762989267.199185,221.059372,564.286865,769.063171,785.346252,78.016998,28.148014,2,4.431656,1.757457,3.703154,3.408224,0.388502,2.841717,145.728088,1.67871,1.724712,0.518859,3.265605,45.510688577837485,-122.83371126769723
1762989267.995853,215.714386,574.64209,796.619202,790.356445,75.318298,27.293304,2,4.211098,1.811126,3.642101,3.354641,0.390686,2.933284,143.744019,1.67871,1.724712,0.518859,3.265605,45.510688577837485,-122.83371126769723
1762989268.791256,216.783386,579.835815,795.366638,796.619202,75.436905,27.212923,2,4.266607,1.816346,4.448732,3.393517,0.393754,2.942322,151.653397,1.67871,1.724712,0.518859,3.265605,45.510688577837485,-122.83371126769723
1762989269.579144,214.645386,570.700867,787.851379,785.346252,76.156494,27.331305,2,4.286457,1.808668,4.106285,3.377091,0.388222,2.929038,154.746033,1.67871,1.724712,0.518859,3.265605,45.510688577837485,-122.83371126769723
1762989270.379558,214.645386,585.731445,800.376831,800.376831,74.964691,26.818041,2,4.293489,1.842448,3.236425,3.436409,0.395473,2.987856,138.240387,1.67871,1.724712,0.518859,3.265605,45.510688577837485,-122.83371126769723
1762989271.176227,208.231384,580.872559,796.619202,789.103943,75.318298,26.388336,2,4.159965,1.871739,1.843026,3.313908,0.389755,3.039643,211.677704,1.67871,1.724712,0.518859,3.265605,45.510688577837485,-122.83371126769723
1762989271.960357,212.507385,576.596558,784.09375,789.103943,76.521461,26.930216,2,4.258524,1.834956,3.157702,3.339082,0.389942,2.974726,138.376923,1.67871,1.724712,0.518859,3.265605,45.510688577837485,-122.83371126769723
1762989272.741982,217.852371,569.999023,781.588623,787.851379,76.766724,27.651457,2,4.323373,1.788233,4.095513,3.379099,0.389571,2.893926,145.821167,1.67871,1.724712,0.518859,3.265605,45.510688577837485,-122.83371126769723
1762989273.52863,216.783386,568.562866,786.598816,785.346252,76.277763,27.603542,2,4.262963,1.791261,3.377786,3.353242,0.388316,2.899107,135.69458,1.67871,1.724712,0.518859,3.265605,45.510688577837485,-122.83371126769723
1762989274.311507,215.714386,565.874268,782.841187,781.588623,76.643898,27.599478,2,4.258561,1.791518,3.168695,3.333777,0.386456,2.899548,136.562149,1.67871,1.724712,0.518859,3.265605,45.510688577837485,-122.83371126769723
1762989275.09188,212.507385,564.071045,780.336121,776.57843,76.889946,27.364576,2,4.202382,1.806522,3.132838,3.27927,0.383899,2.925334,156.184326,1.67871,1.724712,0.518859,3.265605,45.510688577837485,-122.83371126769723
1762989275.873505,217.852371,569.999023,781.588623,787.851379,76.766724,27.651457,2,4.155408,1.788233,3.272208,3.24782,0.389571,2.893926,147.981903,1.67871,1.724712,0.518859,3.265605,45.510688577837485,-122.83371126769723
1762989276.655144,210.369385,562.451416,781.588623,772.820801,76.766724,27.22098,2,4.254081,1.815822,3.001289,3.324941,0.381993,2.941413,145.010956,1.67871,1.724712,0.518859,3.265605,45.510688577837485,-122.83371126769723
1762989277.454305,211.438385,588.938477,799.124329,800.376831,75.082184,26.417355,2,4.198192,1.869731,2.514862,3.354877,0.395333,3.03607,167.054169,1.67871,1.724712,0.518859,3.265605,45.510688577837485,-122.83371126769723
1762989278.23593,217.852371,571.251587,781.588623,789.103943,76.766724,27.607563,2,4.185623,1.791006,3.163604,3.271435,0.390175,2.898671,139.142258,1.67871,1.724712,0.518859,3.265605,45.510688577837485,-122.83371126769723
1762989279.033838,218.921371,580.202942,797.871765,799.124329,75.200058,27.395159,2,4.220769,1.804554,4.957773,3.367633,0.395055,2.921941,158.613129,1.67871,1.724712,0.518859,3.265605,45.510688577837485,-122.83371126769723
1762989279.828001,210.369385,573.724365,794.114136,784.09375,75.555893,26.82962,2,4.163954,1.841672,2.494351,3.306655,0.387431,2.986494,186.690811,1.67871,1.724712,0.518859,3.265605,45.510688577837485,-122.83371126769723
1762989280.609626,221.059372,573.054749,781.588623,794.114136,76.766724,27.837229,2,4.169684,1.77659,3.66833,3.258978,0.392732,2.874081,131.074753,1.67871,1.724712,0.518859,3.265605,45.510688577837485,-122.83371126769723
